"","SettlementPoint","Year","Month","Mean","Min","Max","SD","Volatility"
"454","HB_WEST",2018,9,26.1395972222222,7.07,85.07,10.0695320880247,0.124771067949804
"455","LZ_AEN",2018,9,27.1673055555556,15.15,88.03,10.2907477904821,0.119728059872485
"456","LZ_CPS",2018,9,27.5129861111111,15.22,89.04,10.3984704716615,0.119718512770261
"457","LZ_HOUSTON",2018,9,27.7224166666667,15.14,92.18,10.8869696134597,0.121631704455141
"458","LZ_LCRA",2018,9,27.1872638888889,15.12,89.58,10.3239724614639,0.119916994264197
"459","LZ_NORTH",2018,9,27.8858472222222,13.94,91.58,12.0139807919347,0.126037829116941
"460","LZ_RAYBN",2018,9,27.6808888888889,13.93,90.56,11.8238067542937,0.126888632957341
"461","LZ_SOUTH",2018,9,28.3837638888889,16,91.31,11.3432947175186,0.125020883726362
"462","LZ_WEST",2018,9,27.1010972222222,13.2,87.2,10.4365576999674,0.122056542312551
"463","HB_BUSAVG",2018,10,29.9578225806452,10.32,95.21,10.1698297814047,0.136454569518553
"464","HB_HOUSTON",2018,10,30.981935483871,12.6,98.4,10.8374285272529,0.136797545544316
"465","HB_HUBAVG",2018,10,29.8891129032258,9.98,95.61,10.165972310649,0.1364876034655
"466","HB_NORTH",2018,10,30.0341666666667,9.57,95,10.3349670465728,0.138329958121499
"467","HB_SOUTH",2018,10,29.7725134408602,14.49,93.43,9.64719083372576,0.133292039684602
"468","HB_WEST",2018,10,28.7613306451613,2.39,95.58,10.3150922098803,0.152374444967533
"469","LZ_AEN",2018,10,30.31,12.77,96.35,10.204651355469,0.135509955859577
"470","LZ_CPS",2018,10,31.6359677419355,16.83,97.46,11.2474646105622,0.137375564985171
"471","LZ_HOUSTON",2018,10,31.7811155913978,12.74,101.62,11.514126975977,0.137882956716783
"472","LZ_LCRA",2018,10,30.0698790322581,10.92,95.98,10.1467331255573,0.135459186138909
"473","LZ_NORTH",2018,10,31.6454166666667,9.59,95.95,11.4153931440705,0.141994075040772
"474","LZ_RAYBN",2018,10,30.6249596774194,13.12,94.29,10.7022671903283,0.140829568598466
"475","LZ_SOUTH",2018,10,32.1269758064516,16.13,100.1,12.0272939765268,0.137072837675732
"476","LZ_WEST",2018,10,30.0045564516129,3.1,97.94,10.9014381639566,0.147946090994543
"477","HB_BUSAVG",2018,11,30.6445,9.3,108.07,11.5984200533074,0.170153564415987
"478","HB_HOUSTON",2018,11,31.3192361111111,10.01,104.77,11.6982942588764,0.16736233052617
"479","HB_HUBAVG",2018,11,30.2772083333333,8.42,105.98,11.8201058694918,0.172770141003407
"480","HB_NORTH",2018,11,31.2348888888889,9.38,114.35,11.5962950530948,0.170650163201414
"481","HB_SOUTH",2018,11,29.8371805555556,9.46,104.24,11.0022051511097,0.167163785181569
"482","HB_WEST",2018,11,28.71525,1.04,115.67,13.6582349975231,0.23657391129511
"483","LZ_AEN",2018,11,30.4680833333333,8.65,106.64,11.7626734632388,0.173173092397028
"484","LZ_CPS",2018,11,32.0412083333333,10.5,109.16,12.324589758863,0.176818947857756
"485","LZ_HOUSTON",2018,11,31.7303333333333,10.05,105.13,12.0150583034857,0.166867664486441
"486","LZ_LCRA",2018,11,30.5158055555556,8.38,106.34,11.7969138566288,0.173740852358494
"487","LZ_NORTH",2018,11,31.974125,9.21,124.07,12.3070117201893,0.174059621593454
"488","LZ_RAYBN",2018,11,33.4524444444444,12.67,124.27,11.7353022150082,0.170262537725412
"489","LZ_SOUTH",2018,11,33.5444861111111,10.49,120.91,13.6817697763847,0.174208473694498
"490","LZ_WEST",2018,11,31.2240277777778,1.91,147.71,15.9253742003334,0.222762988619804
"491","HB_BUSAVG",2018,12,30.268185483871,6.64,117.74,10.1230665568628,0.176006796287879
"492","HB_HOUSTON",2018,12,30.3335483870968,6.85,116.17,9.87905452019568,0.176155621952939
"493","HB_HUBAVG",2018,12,30.1919892473118,6.45,117.99,10.3186578686302,0.17774045609894
"494","HB_NORTH",2018,12,30.3982661290323,6.96,117.3,9.91945214748273,0.174511746027965
"495","HB_SOUTH",2018,12,30.0893010752688,6.18,118.6,10.2940041896471,0.177834811732774
"496","HB_WEST",2018,12,29.9440053763441,0,119.86,11.7286046704392,NA
"497","LZ_AEN",2018,12,30.0947580645161,6.57,117.25,10.1774236968027,0.177922691049856
"498","LZ_CPS",2018,12,30.3092204301075,6.4,119.92,10.4548181753297,0.178434199302074
"499","LZ_HOUSTON",2018,12,30.4620698924731,6.88,116.52,9.91159824792235,0.175311449875056
"500","LZ_LCRA",2018,12,30.5826612903226,6.56,122.66,10.6288200815789,0.17936852779739
"501","LZ_NORTH",2018,12,31.1319489247312,6.87,121.19,10.7532668718537,0.176307183049557
"502","LZ_RAYBN",2018,12,31.5535349462366,7.83,116.72,10.0343784299389,0.170516647943628
"503","LZ_SOUTH",2018,12,32.1127284946237,7.62,125.61,11.1336979765991,0.175408190018296
"504","LZ_WEST",2018,12,34.9808467741936,3.05,131.59,15.2548860458735,0.202710540251789
"505","HB_BUSAVG",2019,1,24.5925672043011,5.72,75.28,8.13035514766979,0.169380559956706
"506","HB_HOUSTON",2019,1,25.4260349462366,8.64,74.76,7.83086360298971,0.167225682654277
"507","HB_HUBAVG",2019,1,24.6834005376344,5.59,75.44,8.21035899011042,0.170184610764923
"508","HB_NORTH",2019,1,24.3326344086021,5.41,75.1,8.21323557082118,0.170460490454887
"509","HB_SOUTH",2019,1,25.086061827957,7,74.19,7.68010223486832,0.166675336293535
"510","HB_WEST",2019,1,23.8815456989247,0.63,75.83,9.6846452488892,0.215191354151965
"511","LZ_AEN",2019,1,25.1079569892473,6.75,76.2,7.95723631783031,0.167960477683036
"512","LZ_CPS",2019,1,26.7983333333333,10.55,82.89,8.14995123661879,0.166827930896293
"513","LZ_HOUSTON",2019,1,25.5500806451613,8.85,75.06,7.84731298751613,0.166921587258015
"514","LZ_LCRA",2019,1,24.9363037634409,6.28,76.43,8.09745274532587,0.169775394805581
"515","LZ_NORTH",2019,1,24.3678360215054,5.13,75.38,8.35348452176956,0.171658848374591
"516","LZ_RAYBN",2019,1,24.4114919354839,6.49,74.86,8.06081409545563,0.168586906026039
"517","LZ_SOUTH",2019,1,27.0579032258065,7.6,123.19,9.20796138122653,0.174575518600372
"518","LZ_WEST",2019,1,27.4615322580645,0.44,99.02,13.4782335794261,0.220688298897106
"519","HB_BUSAVG",2019,2,21.186369047619,5.06,56.68,7.01301015161826,0.188565516442882
"520","HB_HOUSTON",2019,2,21.5078125,5.47,57.38,6.69686868620409,0.185583460916859
"521","HB_HUBAVG",2019,2,21.2506398809524,4.85,56.86,7.07301216457706,0.190034775344817
"522","HB_NORTH",2019,2,20.8649553571429,4.48,56.39,7.01878091565539,0.189653272295897
"523","HB_SOUTH",2019,2,22.1256398809524,5.75,58.75,6.98671715324945,0.18373374238311
"524","HB_WEST",2019,2,20.4911607142857,3.1,57.22,7.91089937390735,0.218075408963165
"525","LZ_AEN",2019,2,21.5138095238095,5.46,57.06,6.76826576986114,0.184637548219119
"526","LZ_CPS",2019,2,24.110119047619,6.02,86.42,9.27527395769405,0.195200561113212
"527","LZ_HOUSTON",2019,2,21.644255952381,5.51,57.43,6.7294652518031,0.185003548632533
"528","LZ_LCRA",2019,2,21.6669791666667,5.53,56.92,6.87821936195841,0.184597606130486
"529","LZ_NORTH",2019,2,20.8511458333333,4.36,56.78,7.1174606376172,0.191354544247269
"530","LZ_RAYBN",2019,2,21.0662797619048,4.7,57.29,6.84408538579951,0.184505534451186
"531","LZ_SOUTH",2019,2,23.7289583333333,6.44,61.77,7.51124002959337,0.183505811968975
"532","LZ_WEST",2019,2,22.7989583333333,2.99,67.26,9.30528570132901,0.216574727192148
"533","HB_BUSAVG",2019,3,27.5657200538358,7.31,675.6,34.2638916874765,0.201625067416432
"534","HB_HOUSTON",2019,3,27.8320323014805,8.18,651,32.6440667231485,0.201824258502809
"535","HB_HUBAVG",2019,3,27.1890309555855,5.95,674.86,34.3597233636379,0.206366958650327
"536","HB_NORTH",2019,3,28.1037146702557,8.95,676.5,34.1555939731651,0.197872811399636
"537","HB_SOUTH",2019,3,27.1355585464334,6.63,685.53,34.9949201924587,0.205790915124579
"538","HB_WEST",2019,3,25.6696769851952,-0.28,686.52,35.9357245258824,NA
"539","LZ_AEN",2019,3,27.7421803499327,7.11,685.8,34.6848740164378,0.204762739376665
"540","LZ_CPS",2019,3,29.3516958277254,6.47,725.84,38.7217131580793,0.20598085577994
"541","LZ_HOUSTON",2019,3,28.0803230148048,8.22,651.84,32.7086194843923,0.201214501709358
"542","LZ_LCRA",2019,3,27.6493135935397,6.58,692.67,35.1995486438444,0.204578365350621
"543","LZ_NORTH",2019,3,28.5940376850606,9.11,681.29,34.4362405222051,0.198459557716312
"544","LZ_RAYBN",2019,3,29.809798115747,12.38,682.64,34.219993845706,0.195573246634504
"545","LZ_SOUTH",2019,3,30.5294885598923,7.37,721.89,37.109002758386,0.203770790878116
"546","LZ_WEST",2019,3,31.2829609690444,2.25,698.52,37.278903319844,0.23886393306102
"547","HB_BUSAVG",2019,4,22.6131805555556,5.34,102.53,11.8531013421685,0.191287461747122
"548","HB_HOUSTON",2019,4,23.8706527777778,5.4,106.31,11.9996298385882,0.187499988916414
"549","HB_HUBAVG",2019,4,22.2211666666667,4.4,103.18,12.112938760854,0.198267325594406
"550","HB_NORTH",2019,4,22.9974027777778,5.53,100.8,11.6224363642911,0.186799705149886
"551","HB_PAN",2019,4,16.5487666666667,-19.01,99.64,14.2276819511024,0.574822065162428
"552","HB_SOUTH",2019,4,22.4633333333333,4.21,105.56,11.9081190731752,0.198319097479387
"553","HB_WEST",2019,4,19.551875,-0.3,100,13.8646527867355,NA
"554","LZ_AEN",2019,4,23.2703472222222,4.63,106.86,12.4943424645147,0.193377743694506
"555","LZ_CPS",2019,4,25.3635972222222,4.99,114.28,14.1976246707311,0.20682296627237
"556","LZ_HOUSTON",2019,4,24.2645833333333,5.44,107.4,12.1576581676325,0.187180362296044
"557","LZ_LCRA",2019,4,23.3147638888889,4.46,107.21,12.3683573093237,0.198255728654015
"558","LZ_NORTH",2019,4,23.7184305555556,6.62,103.76,11.9288490973747,0.186343881993565
"559","LZ_RAYBN",2019,4,24.9983055555556,7.34,113.75,11.7640753166883,0.181351165585326
"560","LZ_SOUTH",2019,4,27.1478333333333,4,134.58,14.6931392891268,0.199779333626376
"561","LZ_WEST",2019,4,21.6992361111111,0.69,112.83,14.6231482276841,0.271160664061235
"562","HB_BUSAVG",2019,5,23.9599327956989,9.46,67.19,8.56029861498486,0.132756402274465
"563","HB_HOUSTON",2019,5,24.7942741935484,9.59,67.67,8.95367187909662,0.133274450293331
"564","HB_HUBAVG",2019,5,23.8837634408602,9.03,67.33,8.57787970726816,0.134318574564326
"565","HB_NORTH",2019,5,23.9788844086022,9.96,67.3,8.68846604563717,0.133518602617532
"566","HB_PAN",2019,5,16.4143279569892,-15.06,67.69,13.5447924597573,NA
"567","HB_SOUTH",2019,5,24.0599462365591,9.4,66,8.27667734565329,0.131225375740742
"568","HB_WEST",2019,5,22.7026612903226,4.5,68.36,9.238910469479,0.171785324704093
"569","LZ_AEN",2019,5,24.6762365591398,9.12,68.42,8.73017949417377,0.131046518535695
"570","LZ_CPS",2019,5,26.2460752688172,9.35,80.88,9.84308795744855,0.138695677889538
"571","LZ_HOUSTON",2019,5,25.1536155913978,9.58,68.56,9.23424813356634,0.135688915564225
"572","LZ_LCRA",2019,5,24.5086827956989,9.06,66.1,8.51416657391498,0.130638239968661
"573","LZ_NORTH",2019,5,24.0114516129032,10.12,67.8,8.73872828555732,0.13353460471693
"574","LZ_RAYBN",2019,5,24.7881586021505,11.72,67.79,8.99923225208115,0.133618288533213
"575","LZ_SOUTH",2019,5,27.2109946236559,10.73,87.14,10.3674892425855,0.137338514550271
"576","LZ_WEST",2019,5,28.8519892473118,7.36,78.96,9.73739944002132,0.145959691345895
"577","HB_BUSAVG",2019,6,25.0855416666667,8.72,102.2,13.6515685256698,0.147840229864977
"578","HB_HOUSTON",2019,6,26.8976805555556,9.93,111.16,15.4538088812482,0.153745151626174
"579","HB_HUBAVG",2019,6,25.1715416666667,8.6,102.85,13.7888675637592,0.148440228226694
"580","HB_NORTH",2019,6,25.1758194444444,8.17,101.27,13.6024068227679,0.148196687369616
"581","HB_PAN",2019,6,20.7313194444444,-11.58,100.06,15.8262547416238,NA
"582","HB_SOUTH",2019,6,23.9043611111111,10.55,104.57,12.9824377416734,0.146790797195555
"583","HB_WEST",2019,6,24.7085555555556,5.04,100.16,13.5217850033574,0.157820018988175
"584","LZ_AEN",2019,6,24.4167916666667,10.2,101.71,12.9442773071816,0.14468174243074
"585","LZ_CPS",2019,6,26.3912916666667,11.52,155.41,16.0424644981653,0.165582751918839
"586","LZ_HOUSTON",2019,6,27.2267361111111,10,113.57,15.7629676147876,0.15467631895046
"587","LZ_LCRA",2019,6,24.5195416666667,11.18,101.6,13.1538033521454,0.145769036089758
"588","LZ_NORTH",2019,6,25.2079166666667,8.21,101.28,13.6184538893072,0.148282865504918
"589","LZ_RAYBN",2019,6,25.4585138888889,8.78,101.41,13.6540108434794,0.147698320273685
"590","LZ_SOUTH",2019,6,27.2595972222222,11.71,123.14,14.7590300113218,0.146627480248314
"591","LZ_WEST",2019,6,32.0267777777778,12.25,111.92,14.0867461319058,0.156059438325114
"592","HB_BUSAVG",2019,7,29.729623655914,11.28,274.56,26.8611572918224,0.194553445014506
"593","HB_HOUSTON",2019,7,29.9110080645161,11.34,274.33,26.8002920863523,0.194045535440868
"594","HB_HUBAVG",2019,7,29.6962365591398,11.28,274.53,26.8398112396248,0.194394171308518
"595","HB_NORTH",2019,7,29.7812903225806,11.22,274.65,26.9166751380303,0.195130136780705
"596","HB_PAN",2019,7,28.3845698924731,0.5,274.16,27.3651205791249,0.247214010856149
"597","HB_SOUTH",2019,7,29.6375,11.46,274.37,26.7667624478212,0.193698177142761
"598","HB_WEST",2019,7,29.4554704301075,11.03,274.78,26.9068436119251,0.196089072205582
"599","LZ_AEN",2019,7,29.7090860215054,11.37,274.59,26.803671565521,0.194050286226752
"600","LZ_CPS",2019,7,30.6671774193548,11.52,276.56,27.0777304782,0.191411210158111
"601","LZ_HOUSTON",2019,7,30.013064516129,11.35,274.79,26.8725449462488,0.194155621694264
"602","LZ_LCRA",2019,7,29.7479166666667,11.36,274.7,26.8177461401236,0.193915107096213
"603","LZ_NORTH",2019,7,29.8349462365591,11.22,274.89,26.9551257269944,0.195354050302778
"604","LZ_RAYBN",2019,7,30.0297177419355,11.21,279.33,27.1658569414939,0.195745224561455
"605","LZ_SOUTH",2019,7,31.1321639784946,11.68,279.97,27.6660579812289,0.191365460815882
"606","LZ_WEST",2019,7,32.075685483871,11.03,281.09,27.3403185344369,0.200002993052224
"607","HB_BUSAVG",2019,8,126.384086021505,10.04,3499.84,401.206306600097,0.51340986979039
"608","HB_HOUSTON",2019,8,126.625336021505,10.32,3499.86,401.44106407826,0.51212141902273
"609","HB_HUBAVG",2019,8,126.349838709677,9.9,3499.49,401.127258968344,0.513518476350994
"610","HB_NORTH",2019,8,126.52185483871,10,3500.92,401.518103927768,0.512939101676679
"611","HB_PAN",2019,8,124.991733870968,-9.99,3497.75,401.497627892849,NA
"612","HB_SOUTH",2019,8,125.936545698925,10.49,3497.19,400.265233231431,0.515538478970731
"613","HB_WEST",2019,8,126.315282258065,8.11,3500,401.288978973943,0.514495870931632
"614","LZ_AEN",2019,8,126.526922043011,10.34,3500.89,401.46034312338,0.513039177272365
"615","LZ_CPS",2019,8,127.696209677419,10.84,3504.12,401.513641435544,0.507950289072015
"616","LZ_HOUSTON",2019,8,126.693387096774,10.33,3500,401.468741018391,0.511865478003984
"617","LZ_LCRA",2019,8,126.670766129032,10.31,3503.28,401.727308181783,0.512583690743599
"618","LZ_NORTH",2019,8,126.600913978495,10.08,3501.54,401.631910650449,0.512644579881842
"619","LZ_RAYBN",2019,8,126.897889784946,10.38,3503.7,401.929260388411,0.509897129979222
"620","LZ_SOUTH",2019,8,127.109018817204,11,3499.67,400.768335136935,0.509088537573593
"621","LZ_WEST",2019,8,128.876465053763,9.12,3505.6,402.11414618227,0.502314070779457
"622","HB_BUSAVG",2019,9,79.615625,7.88,5008.32,380.21393107679,0.349351380425647
"623","HB_HOUSTON",2019,9,80.5876527777778,7.97,5011.16,380.543067820698,0.348847558811293
"624","HB_HUBAVG",2019,9,79.4591944444444,7.89,5008.13,380.173900259201,0.349567305991174
"625","HB_NORTH",2019,9,79.9195833333333,7.81,5010.22,380.538425419781,0.349785741140932
"626","HB_PAN",2019,9,72.8532916666667,-14.97,5010.1,381.547046709459,NA
"627","HB_SOUTH",2019,9,78.9004722222222,8.03,5000.73,379.02363509307,0.353710646981729
"628","HB_WEST",2019,9,78.42925,5.57,5010.39,380.618104760508,0.357468022315609
"629","LZ_AEN",2019,9,80.1695972222222,7.88,5010.17,380.276752077706,0.348338395478534
"630","LZ_CPS",2019,9,82.4363472222222,8.39,5011.57,379.896105961547,0.343171338293411
"631","LZ_HOUSTON",2019,9,80.7792916666667,7.97,5011.62,380.595493008502,0.348373251381453
"632","LZ_LCRA",2019,9,82.4672361111111,8,5011.71,380.759042512188,0.350701868834498
"633","LZ_NORTH",2019,9,80.7741527777778,7.81,5010.51,380.758969201848,0.350238745891719
"634","LZ_RAYBN",2019,9,80.6986388888889,7.81,5012.22,380.908202139825,0.350609337268094
"635","LZ_SOUTH",2019,9,81.0091111111111,8.37,4996.6,378.749398309663,0.343664879310056
"636","LZ_WEST",2019,9,83.4711388888889,6.59,5015.25,380.453918609898,0.35154604958309
"637","HB_BUSAVG",2019,10,28.2470564516129,6.39,851.45,53.2673442754153,0.230439843914873
"638","HB_HOUSTON",2019,10,30.3936021505376,9.65,870.3,55.0885931424052,0.223599909878583
"639","HB_HUBAVG",2019,10,28.1317607526882,6.05,851.39,53.4173839462655,0.231186828023061
"640","HB_NORTH",2019,10,27.9959677419355,6.11,853.71,53.3236016128693,0.235471827924623
"641","HB_PAN",2019,10,18.7167607526882,-20.69,843.05,54.7957275954051,NA
"642","HB_SOUTH",2019,10,29.4684005376344,8.4,838.47,52.0651182755333,0.221370159739791
"643","HB_WEST",2019,10,24.6681317204301,-1.42,843.07,53.5766423351376,NA
"644","LZ_AEN",2019,10,29.2804435483871,8.07,844.89,52.9510090920617,0.227887887881366
"645","LZ_CPS",2019,10,33.5536021505376,9.08,846.37,53.6608695468107,0.218383324423045
"646","LZ_HOUSTON",2019,10,30.6423790322581,9.62,872.98,55.3319277365052,0.223510260028592
"647","LZ_LCRA",2019,10,29.0158064516129,7.78,851.35,53.564423486241,0.226961269724478
"648","LZ_NORTH",2019,10,28.7329435483871,6.21,863.71,54.4256109732951,0.239248907324164
"649","LZ_RAYBN",2019,10,28.5543817204301,7.43,850.07,52.132790025556,0.236781718929192
"650","LZ_SOUTH",2019,10,32.9421102150538,6.93,846.41,53.6600556841448,0.225197532193054
"651","LZ_WEST",2019,10,49.3833602150538,0.79,873.07,62.3968560200246,0.313567877138549
"652","HB_BUSAVG",2019,11,23.468375,3.26,203.7,14.6383935520287,0.228575570150497
"653","HB_HOUSTON",2019,11,24.0215,3.79,198.8,14.300458495621,0.224289795576419
"654","HB_HUBAVG",2019,11,23.2572361111111,2.91,201.15,14.5403688688645,0.230528715088869
"655","HB_NORTH",2019,11,23.6286111111111,3.49,212.85,15.1213418068797,0.229953791221733
"656","HB_PAN",2019,11,11.6612916666667,-29.98,211.43,21.725598922421,NA
"657","HB_SOUTH",2019,11,23.7185555555556,3.95,181.03,13.4976905405098,0.221125930944891
"658","HB_WEST",2019,11,21.6602638888889,0.08,211.91,15.6952365074959,0.310591695739361
"659","LZ_AEN",2019,11,24.4080138888889,3.77,209.08,14.9195352731759,0.223952800018777
"660","LZ_CPS",2019,11,25.5751388888889,4.88,213.22,15.1555411214657,0.217259587735393
"661","LZ_HOUSTON",2019,11,24.1816111111111,3.8,199.8,14.4726975767333,0.223569848248551
"662","LZ_LCRA",2019,11,24.4852222222222,4.14,207.11,14.7246478272393,0.224053421022696
"663","LZ_NORTH",2019,11,24.1536111111111,3.67,218.41,15.7428281930141,0.229317075997624
"664","LZ_RAYBN",2019,11,24.5175694444444,4.57,222.55,15.8181557912966,0.235441024685842
"665","LZ_SOUTH",2019,11,25.8037083333333,5.53,195.9,14.7722210261541,0.217098703083385
"666","LZ_WEST",2019,11,49.3408472222222,3.6,286.91,31.8761258708293,0.265728389061251
"667","HB_BUSAVG",2019,12,18.7150806451613,3.74,59.84,6.74497591753129,0.184859001206498
"668","HB_HOUSTON",2019,12,18.6725,3.8,59.43,6.62205558124746,0.183857883111297
"669","HB_HUBAVG",2019,12,18.623373655914,3.49,60.41,6.7524925293939,0.185262049913948
"670","HB_NORTH",2019,12,18.7319892473118,4.01,59.75,6.80660403483986,0.186258274739507
"671","HB_PAN",2019,12,8.81724462365591,-27.84,60.3,16.0451901889161,NA
"672","HB_SOUTH",2019,12,18.9525134408602,3.58,69.69,6.65683247296869,0.18233173214317
"673","HB_WEST",2019,12,18.1364247311828,2.15,60.71,7.18867704410167,0.199929496896523
"674","LZ_AEN",2019,12,19.0517069892473,3.76,59.87,6.60797384584771,0.179823896025993
"675","LZ_CPS",2019,12,19.9978629032258,3.86,104.42,7.93424632465264,0.185864132141963
"676","LZ_HOUSTON",2019,12,18.9198521505376,3.8,59.5,6.87740726324373,0.184336083643408
"677","LZ_LCRA",2019,12,19.4568817204301,3.75,84.34,7.25599086638184,0.182920231881743
"678","LZ_NORTH",2019,12,19.0068010752688,4.07,59.99,7.14236527193463,0.188758305786599
"679","LZ_RAYBN",2019,12,19.0850672043011,4.69,60.53,7.10143535589223,0.18703427398695
"680","LZ_SOUTH",2019,12,19.7868817204301,3.46,77.45,7.02322510932071,0.180539710321287
"681","LZ_WEST",2019,12,39.5025940860215,7.32,195.71,27.9758619733868,0.285299501832273
